devid,pid,time,diff,data,rawdata,validity
06,3204,16:58:42:89,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c84f4f4f4f4f4f4f4f4fe60,valid
05,165225,16:58:42:93,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff05028569f4f4f4f4f4f4f4f4fefe,valid
04,164900,16:58:42:97,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028424f4f4f4f4f4f4f4f4feb2,valid
07,3255,16:58:43:51,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cb7f4f4f4f4f4f4f4f4fe12,valid
0a,818,16:58:43:76,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000332f4f4f4f4f4f4f4f4fe14,valid
03,164568,16:58:43:10,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282d8f4f4f4f4f4f4f4f4fe56,valid
08,3328,16:58:43:12,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d00f4f4f4f4f4f4f4f4fe27,valid
01,164789,16:58:43:20,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283b5f4f4f4f4f4f4f4f4fe25,valid
09,3332,16:58:43:33,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d04f4f4f4f4f4f4f4f4fedb,valid
06,3205,16:58:43:36,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c85f4f4f4f4f4f4f4f4fe5f,valid
02,165051,16:58:43:42,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284bbf4f4f4f4f4f4f4f4fe77,valid
04,164901,16:58:43:48,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028425f4f4f4f4f4f4f4f4feb1,valid
05,165226,16:58:43:51,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff0502856af4f4f4f4f4f4f4f4fefd,valid
07,3256,16:58:43:54,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cb8f4f4f4f4f4f4f4f4fe7d,valid
,0,16:58:43:57,0s,,317e001a90007d33a2004127184c936a01ff0a000333f4f4f4f4f4f4f4f4fe,invalid
03,164569,16:58:43:59,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282d9f4f4f4f4f4f4f4f4fe55,valid
08,3329,16:58:43:62,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d01f4f4f4f4f4f4f4f4fe26,valid
01,164790,16:58:43:74,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283b6f4f4f4f4f4f4f4f4fe24,valid
06,3206,16:58:43:89,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c86f4f4f4f4f4f4f4f4fe5e,valid
09,3333,16:58:43:93,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d05f4f4f4f4f4f4f4f4feda,valid
02,165052,16:58:43:96,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284bcf4f4f4f4f4f4f4f4fe76,valid
05,165227,16:58:43:99,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff0502856bf4f4f4f4f4f4f4f4fefc,valid
04,164902,16:58:44:19,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028426f4f4f4f4f4f4f4f4feb0,valid
0a,820,16:58:44:50,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000334f4f4f4f4f4f4f4f4fe12,valid
07,3257,16:58:44:83,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cb9f4f4f4f4f4f4f4f4fe10,valid
03,164570,16:58:44:22,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282daf4f4f4f4f4f4f4f4fe54,valid
08,3330,16:58:44:29,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d02f4f4f4f4f4f4f4f4fe25,valid
01,164791,16:58:44:32,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283b7f4f4f4f4f4f4f4f4fe23,valid
06,3207,16:58:44:44,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c87f4f4f4f4f4f4f4f4fe5d,valid
02,165053,16:58:44:48,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284bdf4f4f4f4f4f4f4f4fe75,valid
05,165228,16:58:44:51,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff0502856cf4f4f4f4f4f4f4f4fefb,valid
04,164903,16:58:44:54,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028427f4f4f4f4f4f4f4f4feaf,valid
0a,821,16:58:44:57,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000335f4f4f4f4f4f4f4f4fe7d,valid
,0,16:58:44:62,0s,,317e001a90007d33a200416756dd2a3b01ff07000cbaf4f4f4f4f4f4f4f4fe,invalid
09,3334,16:58:44:64,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d06f4f4f4f4f4f4f4f4fed9,valid
08,3331,16:58:44:69,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d03f4f4f4f4f4f4f4f4fe24,valid
01,164792,16:58:44:81,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283b8f4f4f4f4f4f4f4f4fe22,valid
06,3208,16:58:44:96,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c88f4f4f4f4f4f4f4f4fe5c,valid
09,3335,16:58:44:99,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d07f4f4f4f4f4f4f4f4fed8,valid
02,165054,16:58:45:24,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284bef4f4f4f4f4f4f4f4fe74,valid
04,164904,16:58:45:64,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028428f4f4f4f4f4f4f4f4feae,valid
05,165229,16:58:45:99,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff0502856df4f4f4f4f4f4f4f4fefa,valid
07,3259,16:58:45:14,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cbbf4f4f4f4f4f4f4f4fe0e,valid
0a,822,16:58:45:19,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000336f4f4f4f4f4f4f4f4fe10,valid
08,3332,16:58:45:22,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d04f4f4f4f4f4f4f4f4fe23,valid
01,164793,16:58:45:34,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283b9f4f4f4f4f4f4f4f4fe21,valid
06,3209,16:58:45:47,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c89f4f4f4f4f4f4f4f4fe5b,valid
09,3336,16:58:45:53,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d08f4f4f4f4f4f4f4f4fed7,valid
02,165055,16:58:45:56,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284bff4f4f4f4f4f4f4f4fe73,valid
05,165230,16:58:45:60,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff0502856ef4f4f4f4f4f4f4f4fef9,valid
04,164905,16:58:45:64,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028429f4f4f4f4f4f4f4f4fead,valid
07,3260,16:58:45:67,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cbcf4f4f4f4f4f4f4f4fe0d,valid
0a,823,16:58:45:71,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000337f4f4f4f4f4f4f4f4fe0f,valid
03,164571,16:58:45:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282dbf4f4f4f4f4f4f4f4fe53,valid
03,164572,16:58:45:77,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282dcf4f4f4f4f4f4f4f4fe52,valid
03,164573,16:58:45:81,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282ddf4f4f4f4f4f4f4f4fe51,valid
08,3333,16:58:45:85,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d05f4f4f4f4f4f4f4f4fe22,valid
01,164794,16:58:45:90,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283baf4f4f4f4f4f4f4f4fe20,valid
06,3210,16:58:45:98,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c8af4f4f4f4f4f4f4f4fe5a,valid
04,164906,16:58:46:65,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402842af4f4f4f4f4f4f4f4feac,valid
02,165056,16:58:46:96,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284c0f4f4f4f4f4f4f4f4fe72,valid
05,165231,16:58:46:12,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff0502856ff4f4f4f4f4f4f4f4fef8,valid
09,3337,16:58:46:16,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d09f4f4f4f4f4f4f4f4fed6,valid
07,3261,16:58:46:19,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cbdf4f4f4f4f4f4f4f4fe0c,valid
0a,824,16:58:46:22,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000338f4f4f4f4f4f4f4f4fe0e,valid
03,164574,16:58:46:25,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282def4f4f4f4f4f4f4f4fe50,valid
08,3334,16:58:46:28,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d06f4f4f4f4f4f4f4f4fe21,valid
01,164795,16:58:46:41,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283bbf4f4f4f4f4f4f4f4fe1f,valid
06,3211,16:58:46:52,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c8bf4f4f4f4f4f4f4f4fe59,valid
02,165057,16:58:46:55,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284c1f4f4f4f4f4f4f4f4fe71,valid
09,3338,16:58:46:59,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d0af4f4f4f4f4f4f4f4fed5,valid
04,164907,16:58:46:62,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402842bf4f4f4f4f4f4f4f4feab,valid
05,165232,16:58:46:67,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff05028570f4f4f4f4f4f4f4f4fef7,valid
07,3262,16:58:46:70,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cbef4f4f4f4f4f4f4f4fe0b,valid
0a,825,16:58:46:74,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000339f4f4f4f4f4f4f4f4fe0d,valid
03,164575,16:58:47:16,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282dff4f4f4f4f4f4f4f4fe4f,valid
08,3335,16:58:47:18,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d07f4f4f4f4f4f4f4f4fe20,valid
01,164796,16:58:47:22,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283bcf4f4f4f4f4f4f4f4fe1e,valid
02,165058,16:58:47:25,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284c2f4f4f4f4f4f4f4f4fe70,valid
09,3339,16:58:47:28,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d0bf4f4f4f4f4f4f4f4fed4,valid
06,3212,16:58:47:30,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c8cf4f4f4f4f4f4f4f4fe58,valid
04,164908,16:58:47:34,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402842cf4f4f4f4f4f4f4f4feaa,valid
05,165233,16:58:47:38,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff05028571f4f4f4f4f4f4f4f4fef6,valid
0a,826,16:58:47:41,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00033af4f4f4f4f4f4f4f4fe0c,valid
07,3263,16:58:47:47,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cbff4f4f4f4f4f4f4f4fe0a,valid
03,164576,16:58:47:54,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282e0f4f4f4f4f4f4f4f4fe4e,valid
08,3336,16:58:47:60,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d08f4f4f4f4f4f4f4f4fe1f,valid
01,164797,16:58:47:93,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283bdf4f4f4f4f4f4f4f4fe1d,valid
09,3340,16:58:47:98,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d0cf4f4f4f4f4f4f4f4fed3,valid
02,165059,16:58:48:20,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284c3f4f4f4f4f4f4f4f4fe6f,valid
04,164909,16:58:48:51,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402842df4f4f4f4f4f4f4f4fea9,valid
06,3213,16:58:48:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c8df4f4f4f4f4f4f4f4fe57,valid
05,165234,16:58:48:10,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff05028572f4f4f4f4f4f4f4f4fef5,valid
07,3264,16:58:48:13,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cc0f4f4f4f4f4f4f4f4fe09,valid
0a,827,16:58:48:16,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00033bf4f4f4f4f4f4f4f4fe0b,valid
03,164577,16:58:48:19,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282e1f4f4f4f4f4f4f4f4fe4d,valid
08,3337,16:58:48:22,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d09f4f4f4f4f4f4f4f4fe1e,valid
01,164798,16:58:48:25,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283bef4f4f4f4f4f4f4f4fe1c,valid
06,3214,16:58:48:30,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c8ef4f4f4f4f4f4f4f4fe56,valid
02,165060,16:58:48:33,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284c4f4f4f4f4f4f4f4f4fe6e,valid
04,164910,16:58:48:39,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402842ef4f4f4f4f4f4f4f4fea8,valid
09,3341,16:58:48:45,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d0df4f4f4f4f4f4f4f4fed2,valid
05,165235,16:58:48:49,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff05028573f4f4f4f4f4f4f4f4fef4,valid
07,3265,16:58:48:53,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cc1f4f4f4f4f4f4f4f4fe08,valid
0a,828,16:58:48:58,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00033cf4f4f4f4f4f4f4f4fe0a,valid
03,164578,16:58:48:61,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282e2f4f4f4f4f4f4f4f4fe4c,valid
08,3338,16:58:48:66,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d0af4f4f4f4f4f4f4f4fe1d,valid
01,164799,16:58:48:68,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283bff4f4f4f4f4f4f4f4fe1b,valid
06,3215,16:58:48:74,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c8ff4f4f4f4f4f4f4f4fe55,valid
02,165061,16:58:48:76,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284c5f4f4f4f4f4f4f4f4fe6d,valid
09,3342,16:58:48:78,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d0ef4f4f4f4f4f4f4f4fed1,valid
04,164911,16:58:48:81,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff0402842ff4f4f4f4f4f4f4f4fea7,valid
05,165236,16:58:48:84,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff05028574f4f4f4f4f4f4f4f4fef3,valid
07,3266,16:58:48:88,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cc2f4f4f4f4f4f4f4f4fe07,valid
0a,829,16:58:48:91,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00033df4f4f4f4f4f4f4f4fe09,valid
03,164579,16:58:48:98,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282e3f4f4f4f4f4f4f4f4fe4b,valid
08,3339,16:58:49:12,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d0bf4f4f4f4f4f4f4f4fe1c,valid
01,164800,16:58:49:97,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283c0f4f4f4f4f4f4f4f4fe1a,valid
06,3216,16:58:49:19,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c90f4f4f4f4f4f4f4f4fe54,valid
09,3343,16:58:49:22,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d0ff4f4f4f4f4f4f4f4fed0,valid
02,165062,16:58:49:25,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284c6f4f4f4f4f4f4f4f4fe6c,valid
05,165237,16:58:49:30,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff05028575f4f4f4f4f4f4f4f4fef2,valid
04,164912,16:58:49:33,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028430f4f4f4f4f4f4f4f4fea6,valid
0a,830,16:58:49:35,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00033ef4f4f4f4f4f4f4f4fe08,valid
03,164580,16:58:49:41,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282e4f4f4f4f4f4f4f4f4fe4a,valid
08,3340,16:58:49:49,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d0cf4f4f4f4f4f4f4f4fe1b,valid
01,164801,16:58:49:62,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283c1f4f4f4f4f4f4f4f4fe19,valid
06,3217,16:58:49:72,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c91f4f4f4f4f4f4f4f4fe53,valid
09,3344,16:58:49:75,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d10f4f4f4f4f4f4f4f4fecf,valid
04,164913,16:58:49:78,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028431f4f4f4f4f4f4f4f4fea5,valid
02,165063,16:58:49:81,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284c7f4f4f4f4f4f4f4f4fe6b,valid
05,165238,16:58:49:85,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff05028576f4f4f4f4f4f4f4f4fef1,valid
0a,831,16:58:49:88,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a00033ff4f4f4f4f4f4f4f4fe07,valid
03,164581,16:58:49:98,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282e5f4f4f4f4f4f4f4f4fe49,valid
08,3341,16:58:50:24,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d0df4f4f4f4f4f4f4f4fe1a,valid
01,164802,16:58:50:16,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283c2f4f4f4f4f4f4f4f4fe18,valid
06,3218,16:58:50:26,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c92f4f4f4f4f4f4f4f4fe52,valid
02,165064,16:58:50:29,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284c8f4f4f4f4f4f4f4f4fe6a,valid
,0,16:58:50:32,0s,,7e001a90007d33a20041063455233401ff09000d7d31f4f4f4f4f4f4f4f4fe,invalid
05,165239,16:58:50:36,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff05028577f4f4f4f4f4f4f4f4fef0,valid
04,164914,16:58:50:39,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028432f4f4f4f4f4f4f4f4fea4,valid
0a,832,16:58:50:43,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000340f4f4f4f4f4f4f4f4fe06,valid
03,164582,16:58:50:51,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282e6f4f4f4f4f4f4f4f4fe48,valid
08,3342,16:58:50:56,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d0ef4f4f4f4f4f4f4f4fe19,valid
01,164803,16:58:50:69,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283c3f4f4f4f4f4f4f4f4fe17,valid
06,3219,16:58:50:79,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c93f4f4f4f4f4f4f4f4fe51,valid
02,165065,16:58:50:82,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284c9f4f4f4f4f4f4f4f4fe69,valid
09,3346,16:58:50:85,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d12f4f4f4f4f4f4f4f4fecd,valid
05,165240,16:58:50:89,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff05028578f4f4f4f4f4f4f4f4feef,valid
04,164915,16:58:50:92,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028433f4f4f4f4f4f4f4f4fea3,valid
07,3270,16:58:50:97,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cc6f4f4f4f4f4f4f4f4fe03,valid
0a,833,16:58:51:68,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000341f4f4f4f4f4f4f4f4fe05,valid
03,164583,16:58:51:30,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282e7f4f4f4f4f4f4f4f4fe47,valid
08,3343,16:58:51:93,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d0ff4f4f4f4f4f4f4f4fe18,valid
01,164804,16:58:51:23,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283c4f4f4f4f4f4f4f4f4fe16,valid
06,3220,16:58:51:31,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c94f4f4f4f4f4f4f4f4fe50,valid
02,165066,16:58:51:34,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284caf4f4f4f4f4f4f4f4fe68,valid
,0,16:58:51:38,0s,,7e001a90007d33a20041063455233401ff09000d7d33f4f4f4f4f4f4f4f4fe,invalid
04,164916,16:58:51:42,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028434f4f4f4f4f4f4f4f4fea2,valid
05,165241,16:58:51:50,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff05028579f4f4f4f4f4f4f4f4feee,valid
07,3271,16:58:51:52,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cc7f4f4f4f4f4f4f4f4fe02,valid
0a,834,16:58:51:54,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000342f4f4f4f4f4f4f4f4fe04,valid
03,164584,16:58:51:57,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282e8f4f4f4f4f4f4f4f4fe46,valid
08,3344,16:58:51:63,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041bc3a9a6ea101ff08000d10f4f4f4f4f4f4f4f4fe17,valid
01,164805,16:58:51:76,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283c5f4f4f4f4f4f4f4f4fe15,valid
06,3221,16:58:51:89,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c95f4f4f4f4f4f4f4f4fe4f,valid
09,3348,16:58:51:94,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d14f4f4f4f4f4f4f4f4fecb,valid
04,164917,16:58:51:96,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028435f4f4f4f4f4f4f4f4fea1,valid
05,165242,16:58:52:83,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff0502857af4f4f4f4f4f4f4f4feed,valid
02,165067,16:58:52:41,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284cbf4f4f4f4f4f4f4f4fe67,valid
07,3272,16:58:52:72,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cc8f4f4f4f4f4f4f4f4fe01,valid
0a,835,16:58:52:10,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004127184c936a01ff0a000343f4f4f4f4f4f4f4f4fe03,valid
03,164585,16:58:52:13,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106845fe55801ff030282e9f4f4f4f4f4f4f4f4fe45,valid
,0,16:58:52:17,0s,,7e001a90007d33a20041bc3a9a6ea101ff08000d7d31f4f4f4f4f4f4f4f4fe,invalid
01,164806,16:58:52:30,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041068457d4c601ff010283c6f4f4f4f4f4f4f4f4fe14,valid
06,3222,16:58:52:38,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041de598f849b01ff06000c96f4f4f4f4f4f4f4f4fe4e,valid
09,3349,16:58:52:46,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041063455233401ff09000d15f4f4f4f4f4f4f4f4feca,valid
04,164918,16:58:52:49,0s,f4f4f4f4f4f4f4,7e001a90007d33a2004106846a464101ff04028436f4f4f4f4f4f4f4f4fea0,valid
05,165243,16:58:52:52,0s,f4f4f4f4f4f4f4,7e001a90007d33a200410684669e5a01ff0502857bf4f4f4f4f4f4f4f4feec,valid
02,165068,16:58:52:54,0s,f4f4f4f4f4f4f4,7e001a90007d33a20041923dd4aad401ff020284ccf4f4f4f4f4f4f4f4fe66,valid
07,3273,16:58:52:57,0s,f4f4f4f4f4f4f4,7e001a90007d33a200416756dd2a3b01ff07000cc9f4f4f4f4f4f4f4f4fe00,valid
